category_key,category_name_pt,category_name_en,category_desc_pt,category_desc_en,item_name_pt,item_name_en,tag
arroz,Arroz,Rice,Receitas de arroz tradicionais e criativas.,Traditional and creative rice dishes.,Arroz de Legumes,Arroz de Legumes,
arroz,Arroz,Rice,Receitas de arroz tradicionais e criativas.,Traditional and creative rice dishes.,Arroz Escuro,Arroz Escuro,
arroz,Arroz,Rice,Receitas de arroz tradicionais e criativas.,Traditional and creative rice dishes.,Arroz Negro com Tomate Cherry,Arroz Negro com Tomate Cherry,
arroz,Arroz,Rice,Receitas de arroz tradicionais e criativas.,Traditional and creative rice dishes.,Arroz Primavera,Arroz Primavera,
arroz,Arroz,Rice,Receitas de arroz tradicionais e criativas.,Traditional and creative rice dishes.,Arroz de Alho,Arroz de Alho,
bacalhau,Bacalhau,Cod,O fiel amigo em todas as suas versões.,The faithful friend in all its versions.,Bacalhau à Brás,Bacalhau à Brás,
bacalhau,Bacalhau,Cod,O fiel amigo em todas as suas versões.,The faithful friend in all its versions.,Bacalhau à Gomes de Sá,Bacalhau à Gomes de Sá,
bacalhau,Bacalhau,Cod,O fiel amigo em todas as suas versões.,The faithful friend in all its versions.,Bacalhau à Luisa,Bacalhau à Luisa,
bacalhau,Bacalhau,Cod,O fiel amigo em todas as suas versões.,The faithful friend in all its versions.,Bacalhau à Zé do Pipo,Bacalhau à Zé do Pipo,
bacalhau,Bacalhau,Cod,O fiel amigo em todas as suas versões.,The faithful friend in all its versions.,Bacalhau com Brôa e Coentros,Bacalhau com Brôa e Coentros,
bacalhau,Bacalhau,Cod,O fiel amigo em todas as suas versões.,The faithful friend in all its versions.,Bacalhau com Brôa e Grelos,Bacalhau com Brôa e Grelos,
bacalhau,Bacalhau,Cod,O fiel amigo em todas as suas versões.,The faithful friend in all its versions.,Bacalhau com Coentros,Bacalhau com Coentros,
bacalhau,Bacalhau,Cod,O fiel amigo em todas as suas versões.,The faithful friend in all its versions.,Bacalhau com Espargos Verdes,Bacalhau com Espargos Verdes,
bacalhau,Bacalhau,Cod,O fiel amigo em todas as suas versões.,The faithful friend in all its versions.,Bacalhau com Grão Grelos e Cebola,Bacalhau com Grão Grelos e Cebola,
bacalhau,Bacalhau,Cod,O fiel amigo em todas as suas versões.,The faithful friend in all its versions.,Bacalhau com Legumes,Bacalhau com Legumes,
bacalhau,Bacalhau,Cod,O fiel amigo em todas as suas versões.,The faithful friend in all its versions.,Bacalhau com Natas,Bacalhau com Natas,
bacalhau,Bacalhau,Cod,O fiel amigo em todas as suas versões.,The faithful friend in all its versions.,Bacalhau com Natas e Camarão,Bacalhau com Natas e Camarão,
bacalhau,Bacalhau,Cod,O fiel amigo em todas as suas versões.,The faithful friend in all its versions.,Bacalhau com Puré e Cebola,Bacalhau com Puré e Cebola,
bacalhau,Bacalhau,Cod,O fiel amigo em todas as suas versões.,The faithful friend in all its versions.,Bacalhau das Olguinhas,Bacalhau das Olguinhas,
bacalhau,Bacalhau,Cod,O fiel amigo em todas as suas versões.,The faithful friend in all its versions.,Bacalhau Espiritual,Bacalhau Espiritual,
bacalhau,Bacalhau,Cod,O fiel amigo em todas as suas versões.,The faithful friend in all its versions.,Folhado de Bacalhau,Folhado de Bacalhau,
bacalhau,Bacalhau,Cod,O fiel amigo em todas as suas versões.,The faithful friend in all its versions.,Caldeirada de Bacalhau,Caldeirada de Bacalhau,
bacalhau,Bacalhau,Cod,O fiel amigo em todas as suas versões.,The faithful friend in all its versions.,Lombinhos de Bacalhau com Cebola,Lombinhos de Bacalhau com Cebola,
bacalhau,Bacalhau,Cod,O fiel amigo em todas as suas versões.,The faithful friend in all its versions.,Meia Desfeita,Meia Desfeita,
bacalhau,Bacalhau,Cod,O fiel amigo em todas as suas versões.,The faithful friend in all its versions.,Pataniscas de Bacalhau,Pataniscas de Bacalhau,
bacalhau,Bacalhau,Cod,O fiel amigo em todas as suas versões.,The faithful friend in all its versions.,Pimentos Recheados com Bacalhau,Pimentos Recheados com Bacalhau,
carne,Carne,Meat,"Pratos tradicionais, cozinhados com tempo.","Traditional dishes, slow-cooked with care.",Almôndegas de Vaca,Almôndegas de Vaca,
carne,Carne,Meat,"Pratos tradicionais, cozinhados com tempo.","Traditional dishes, slow-cooked with care.",Baby Back Ribs com Molho Barbecue,Baby Back Ribs com Molho Barbecue,
carne,Carne,Meat,"Pratos tradicionais, cozinhados com tempo.","Traditional dishes, slow-cooked with care.",Bife de Lombo de Vaca,Bife de Lombo de Vaca,
carne,Carne,Meat,"Pratos tradicionais, cozinhados com tempo.","Traditional dishes, slow-cooked with care.",Bifes de Cebolada,Bifes de Cebolada,
carne,Carne,Meat,"Pratos tradicionais, cozinhados com tempo.","Traditional dishes, slow-cooked with care.",Bifes de Frango com Azeitonas,Bifes de Frango com Azeitonas,
carne,Carne,Meat,"Pratos tradicionais, cozinhados com tempo.","Traditional dishes, slow-cooked with care.",Bifes de Frango Grelhados com Cebola,Bifes de Frango Grelhados com Cebola,
carne,Carne,Meat,"Pratos tradicionais, cozinhados com tempo.","Traditional dishes, slow-cooked with care.",Bifes de Peru com Natas e Cebola,Bifes de Peru com Natas e Cebola,
carne,Carne,Meat,"Pratos tradicionais, cozinhados com tempo.","Traditional dishes, slow-cooked with care.",Borrego com Osso,Borrego com Osso,
carne,Carne,Meat,"Pratos tradicionais, cozinhados com tempo.","Traditional dishes, slow-cooked with care.",Cabrito com Osso,Cabrito com Osso,
carne,Carne,Meat,"Pratos tradicionais, cozinhados com tempo.","Traditional dishes, slow-cooked with care.",Cabrito Desossado,Cabrito Desossado,
carne,Carne,Meat,"Pratos tradicionais, cozinhados com tempo.","Traditional dishes, slow-cooked with care.",Caril de Frango,Caril de Frango,
carne,Carne,Meat,"Pratos tradicionais, cozinhados com tempo.","Traditional dishes, slow-cooked with care.",Chilli de Carne,Chilli de Carne,
carne,Carne,Meat,"Pratos tradicionais, cozinhados com tempo.","Traditional dishes, slow-cooked with care.",Cordon Bleu de Peru,Cordon Bleu de Peru,
carne,Carne,Meat,"Pratos tradicionais, cozinhados com tempo.","Traditional dishes, slow-cooked with care.",Costela de Vitela no Forno,Costela de Vitela no Forno,
carne,Carne,Meat,"Pratos tradicionais, cozinhados com tempo.","Traditional dishes, slow-cooked with care.",Empadão de Carne,Empadão de Carne,
carne,Carne,Meat,"Pratos tradicionais, cozinhados com tempo.","Traditional dishes, slow-cooked with care.",Entrecosto no Forno,Entrecosto no Forno,
carne,Carne,Meat,"Pratos tradicionais, cozinhados com tempo.","Traditional dishes, slow-cooked with care.",Escabeche de Frango,Escabeche de Frango,
carne,Carne,Meat,"Pratos tradicionais, cozinhados com tempo.","Traditional dishes, slow-cooked with care.",Escabeche de Pernil,Escabeche de Pernil,
carne,Carne,Meat,"Pratos tradicionais, cozinhados com tempo.","Traditional dishes, slow-cooked with care.",Favinhas Guisadas com Carne,Favinhas Guisadas com Carne,
carne,Carne,Meat,"Pratos tradicionais, cozinhados com tempo.","Traditional dishes, slow-cooked with care.",Feijoada à Brasileira,Feijoada à Brasileira,
carne,Carne,Meat,"Pratos tradicionais, cozinhados com tempo.","Traditional dishes, slow-cooked with care.",Feijoada à Transmontana,Feijoada à Transmontana,
carne,Carne,Meat,"Pratos tradicionais, cozinhados com tempo.","Traditional dishes, slow-cooked with care.",Frango Recheado com Castanhas e Passas,Frango Recheado com Castanhas e Passas,
carne,Carne,Meat,"Pratos tradicionais, cozinhados com tempo.","Traditional dishes, slow-cooked with care.",Fricassé de Frango,Fricassé de Frango,
carne,Carne,Meat,"Pratos tradicionais, cozinhados com tempo.","Traditional dishes, slow-cooked with care.",Grão com Entrecosto,Grão com Entrecosto,
carne,Carne,Meat,"Pratos tradicionais, cozinhados com tempo.","Traditional dishes, slow-cooked with care.",Hambúrgueres com Cogumelos,Hambúrgueres com Cogumelos,
carne,Carne,Meat,"Pratos tradicionais, cozinhados com tempo.","Traditional dishes, slow-cooked with care.",Hambúrgueres com Molho de Mostarda,Hambúrgueres com Molho de Mostarda,
carne,Carne,Meat,"Pratos tradicionais, cozinhados com tempo.","Traditional dishes, slow-cooked with care.",Iscas de Novilho com Cebola,Iscas de Novilho com Cebola,
carne,Carne,Meat,"Pratos tradicionais, cozinhados com tempo.","Traditional dishes, slow-cooked with care.",Jardineira de Carne,Jardineira de Carne,
carne,Carne,Meat,"Pratos tradicionais, cozinhados com tempo.","Traditional dishes, slow-cooked with care.",Lombinho de Porco com Molho Fois Gras,Lombinho de Porco com Molho Fois Gras,
carne,Carne,Meat,"Pratos tradicionais, cozinhados com tempo.","Traditional dishes, slow-cooked with care.",Lombo de Porco à Portuguesa,Lombo de Porco à Portuguesa,
carne,Carne,Meat,"Pratos tradicionais, cozinhados com tempo.","Traditional dishes, slow-cooked with care.",Lombo de Porco com Ameixa,Lombo de Porco com Ameixa,
carne,Carne,Meat,"Pratos tradicionais, cozinhados com tempo.","Traditional dishes, slow-cooked with care.",Lombo de Porco com Castanhas,Lombo de Porco com Castanhas,
carne,Carne,Meat,"Pratos tradicionais, cozinhados com tempo.","Traditional dishes, slow-cooked with care.",Lombo de Porco com Farinheira,Lombo de Porco com Farinheira,
carne,Carne,Meat,"Pratos tradicionais, cozinhados com tempo.","Traditional dishes, slow-cooked with care.",Lombo de Vaca com Molho à Escolha,Lombo de Vaca com Molho à Escolha,
carne,Carne,Meat,"Pratos tradicionais, cozinhados com tempo.","Traditional dishes, slow-cooked with care.",Magret de Pato com Laranja,Magret de Pato com Laranja,
carne,Carne,Meat,"Pratos tradicionais, cozinhados com tempo.","Traditional dishes, slow-cooked with care.",Maminha Marinada em Cerveja Preta,Maminha Marinada em Cerveja Preta,
carne,Carne,Meat,"Pratos tradicionais, cozinhados com tempo.","Traditional dishes, slow-cooked with care.",Moussaka de Carne,Moussaka de Carne,
carne,Carne,Meat,"Pratos tradicionais, cozinhados com tempo.","Traditional dishes, slow-cooked with care.",Panados de Frango,Panados de Frango,
carne,Carne,Meat,"Pratos tradicionais, cozinhados com tempo.","Traditional dishes, slow-cooked with care.",Panados de Peru,Panados de Peru,
carne,Carne,Meat,"Pratos tradicionais, cozinhados com tempo.","Traditional dishes, slow-cooked with care.",Panados de Porco,Panados de Porco,
carne,Carne,Meat,"Pratos tradicionais, cozinhados com tempo.","Traditional dishes, slow-cooked with care.",Perdizes de Escabeche,Perdizes de Escabeche,
carne,Carne,Meat,"Pratos tradicionais, cozinhados com tempo.","Traditional dishes, slow-cooked with care.",Perdizes de Vinho do Porto,Perdizes de Vinho do Porto,
carne,Carne,Meat,"Pratos tradicionais, cozinhados com tempo.","Traditional dishes, slow-cooked with care.",Carne de Vaca Estufada,Carne de Vaca Estufada,
carne,Carne,Meat,"Pratos tradicionais, cozinhados com tempo.","Traditional dishes, slow-cooked with care.",Perninhas de Frango com Bacon,Perninhas de Frango com Bacon,
carne,Carne,Meat,"Pratos tradicionais, cozinhados com tempo.","Traditional dishes, slow-cooked with care.",Picanha ao Alho,Picanha ao Alho,
carne,Carne,Meat,"Pratos tradicionais, cozinhados com tempo.","Traditional dishes, slow-cooked with care.",Polpetone,Polpetone,
carne,Carne,Meat,"Pratos tradicionais, cozinhados com tempo.","Traditional dishes, slow-cooked with care.",Rolo de Carne,Rolo de Carne,
carne,Carne,Meat,"Pratos tradicionais, cozinhados com tempo.","Traditional dishes, slow-cooked with care.",Rolo de Carne com Queijo e Fiambre,Rolo de Carne com Queijo e Fiambre,
carne,Carne,Meat,"Pratos tradicionais, cozinhados com tempo.","Traditional dishes, slow-cooked with care.",Rosbife da Vazia,Rosbife da Vazia,
carne,Carne,Meat,"Pratos tradicionais, cozinhados com tempo.","Traditional dishes, slow-cooked with care.",Salsichas com Couve Lombarda,Salsichas com Couve Lombarda,
carne,Carne,Meat,"Pratos tradicionais, cozinhados com tempo.","Traditional dishes, slow-cooked with care.",Strogonoff de Frango,Strogonoff de Frango,
carne,Carne,Meat,"Pratos tradicionais, cozinhados com tempo.","Traditional dishes, slow-cooked with care.",Strogonoff de Lombo de Vaca,Strogonoff de Lombo de Vaca,
peixe,Peixe e Camarão,Fish & Seafood,"Do mar à sua mesa, com todo o sabor.","From the sea to your table, full of flavour.",Bóbo de Camarão,Bóbo de Camarão,
peixe,Peixe e Camarão,Fish & Seafood,"Do mar à sua mesa, com todo o sabor.","From the sea to your table, full of flavour.",Caldeirada de Lulas,Caldeirada de Lulas,
peixe,Peixe e Camarão,Fish & Seafood,"Do mar à sua mesa, com todo o sabor.","From the sea to your table, full of flavour.",Camarão ao Catupiry,Camarão ao Catupiry,
peixe,Peixe e Camarão,Fish & Seafood,"Do mar à sua mesa, com todo o sabor.","From the sea to your table, full of flavour.",Camarão au Curry,Camarão au Curry,
peixe,Peixe e Camarão,Fish & Seafood,"Do mar à sua mesa, com todo o sabor.","From the sea to your table, full of flavour.",Camarão da Marquesa,Camarão da Marquesa,
peixe,Peixe e Camarão,Fish & Seafood,"Do mar à sua mesa, com todo o sabor.","From the sea to your table, full of flavour.",Camarão na Moranga,Camarão na Moranga,
peixe,Peixe e Camarão,Fish & Seafood,"Do mar à sua mesa, com todo o sabor.","From the sea to your table, full of flavour.",Caril de Camarão,Caril de Camarão,
peixe,Peixe e Camarão,Fish & Seafood,"Do mar à sua mesa, com todo o sabor.","From the sea to your table, full of flavour.",Caril de Lulas,Caril de Lulas,
peixe,Peixe e Camarão,Fish & Seafood,"Do mar à sua mesa, com todo o sabor.","From the sea to your table, full of flavour.",Ceviche de Camarão,Ceviche de Camarão,
peixe,Peixe e Camarão,Fish & Seafood,"Do mar à sua mesa, com todo o sabor.","From the sea to your table, full of flavour.",Ceviche de Robalo,Ceviche de Robalo,
peixe,Peixe e Camarão,Fish & Seafood,"Do mar à sua mesa, com todo o sabor.","From the sea to your table, full of flavour.",Ceviche de Salmão,Ceviche de Salmão,
peixe,Peixe e Camarão,Fish & Seafood,"Do mar à sua mesa, com todo o sabor.","From the sea to your table, full of flavour.",Cheesecake de Camarão,Cheesecake de Camarão,
peixe,Peixe e Camarão,Fish & Seafood,"Do mar à sua mesa, com todo o sabor.","From the sea to your table, full of flavour.",Cheesecake de Salmão,Cheesecake de Salmão,
peixe,Peixe e Camarão,Fish & Seafood,"Do mar à sua mesa, com todo o sabor.","From the sea to your table, full of flavour.",Empadão de Atum,Empadão de Atum,
peixe,Peixe e Camarão,Fish & Seafood,"Do mar à sua mesa, com todo o sabor.","From the sea to your table, full of flavour.",Espinafres com Pescada e Camarão,Espinafres com Pescada e Camarão,
peixe,Peixe e Camarão,Fish & Seafood,"Do mar à sua mesa, com todo o sabor.","From the sea to your table, full of flavour.",Espinafres Gratinados com Camarão,Espinafres Gratinados com Camarão,
peixe,Peixe e Camarão,Fish & Seafood,"Do mar à sua mesa, com todo o sabor.","From the sea to your table, full of flavour.",Espinafres Gratinados com Tamboril e Camarão,Espinafres Gratinados com Tamboril e Camarão,
peixe,Peixe e Camarão,Fish & Seafood,"Do mar à sua mesa, com todo o sabor.","From the sea to your table, full of flavour.",Feijoada de Lulas,Feijoada de Lulas,
peixe,Peixe e Camarão,Fish & Seafood,"Do mar à sua mesa, com todo o sabor.","From the sea to your table, full of flavour.",Filetes de Peixe Galo,Filetes de Peixe Galo,
peixe,Peixe e Camarão,Fish & Seafood,"Do mar à sua mesa, com todo o sabor.","From the sea to your table, full of flavour.",Filetes de Peixe Galo à Bulhão Pato,Filetes de Peixe Galo à Bulhão Pato,
peixe,Peixe e Camarão,Fish & Seafood,"Do mar à sua mesa, com todo o sabor.","From the sea to your table, full of flavour.",Filetes de Peixe Galo com Molho de Marisco,Filetes de Peixe Galo com Molho de Marisco,
peixe,Peixe e Camarão,Fish & Seafood,"Do mar à sua mesa, com todo o sabor.","From the sea to your table, full of flavour.",Garoupa Fria Montada,Garoupa Fria Montada,
peixe,Peixe e Camarão,Fish & Seafood,"Do mar à sua mesa, com todo o sabor.","From the sea to your table, full of flavour.",Jardineira de Lulas,Jardineira de Lulas,
peixe,Peixe e Camarão,Fish & Seafood,"Do mar à sua mesa, com todo o sabor.","From the sea to your table, full of flavour.",Lasanha da Casa,Lasanha da Casa,
peixe,Peixe e Camarão,Fish & Seafood,"Do mar à sua mesa, com todo o sabor.","From the sea to your table, full of flavour.",Lombinhos de Pescada Fresca no Forno,Lombinhos de Pescada Fresca no Forno,
peixe,Peixe e Camarão,Fish & Seafood,"Do mar à sua mesa, com todo o sabor.","From the sea to your table, full of flavour.",Lulas com Alho Francês e Camarão,Lulas com Alho Francês e Camarão,
peixe,Peixe e Camarão,Fish & Seafood,"Do mar à sua mesa, com todo o sabor.","From the sea to your table, full of flavour.",Lulas Estufadas com Natas,Lulas Estufadas com Natas,
peixe,Peixe e Camarão,Fish & Seafood,"Do mar à sua mesa, com todo o sabor.","From the sea to your table, full of flavour.",Lulas Guisadas,Lulas Guisadas,
peixe,Peixe e Camarão,Fish & Seafood,"Do mar à sua mesa, com todo o sabor.","From the sea to your table, full of flavour.",Moqueca de Camarão,Moqueca de Camarão,
peixe,Peixe e Camarão,Fish & Seafood,"Do mar à sua mesa, com todo o sabor.","From the sea to your table, full of flavour.",Moqueca de Peixe e Camarão,Moqueca de Peixe e Camarão,
peixe,Peixe e Camarão,Fish & Seafood,"Do mar à sua mesa, com todo o sabor.","From the sea to your table, full of flavour.",Paella,Paella,
peixe,Peixe e Camarão,Fish & Seafood,"Do mar à sua mesa, com todo o sabor.","From the sea to your table, full of flavour.",Pescada Fria Montada,Pescada Fria Montada,
peixe,Peixe e Camarão,Fish & Seafood,"Do mar à sua mesa, com todo o sabor.","From the sea to your table, full of flavour.",Polvo à Lagareiro,Polvo à Lagareiro,
peixe,Peixe e Camarão,Fish & Seafood,"Do mar à sua mesa, com todo o sabor.","From the sea to your table, full of flavour.",Pudim de Atum,Pudim de Atum,
peixe,Peixe e Camarão,Fish & Seafood,"Do mar à sua mesa, com todo o sabor.","From the sea to your table, full of flavour.",Pudim de Tamboril com Molho de Tomate,Pudim de Tamboril com Molho de Tomate,
peixe,Peixe e Camarão,Fish & Seafood,"Do mar à sua mesa, com todo o sabor.","From the sea to your table, full of flavour.",Quinôa com Legumes e Camarão,Quinôa com Legumes e Camarão,
peixe,Peixe e Camarão,Fish & Seafood,"Do mar à sua mesa, com todo o sabor.","From the sea to your table, full of flavour.",Rocambole de Espinafres com Salmão,Rocambole de Espinafres com Salmão,
peixe,Peixe e Camarão,Fish & Seafood,"Do mar à sua mesa, com todo o sabor.","From the sea to your table, full of flavour.",Rocambole de Espinafres e Camarão,Rocambole de Espinafres e Camarão,
peixe,Peixe e Camarão,Fish & Seafood,"Do mar à sua mesa, com todo o sabor.","From the sea to your table, full of flavour.",Salada de Couscous com Legumes e Camarão,Salada de Couscous com Legumes e Camarão,
peixe,Peixe e Camarão,Fish & Seafood,"Do mar à sua mesa, com todo o sabor.","From the sea to your table, full of flavour.",Salmão Fresco à Dinamarquesa,Salmão Fresco à Dinamarquesa,
peixe,Peixe e Camarão,Fish & Seafood,"Do mar à sua mesa, com todo o sabor.","From the sea to your table, full of flavour.",Strogonoff de Camarão,Strogonoff de Camarão,
peixe,Peixe e Camarão,Fish & Seafood,"Do mar à sua mesa, com todo o sabor.","From the sea to your table, full of flavour.",Terrine de Polvo,Terrine de Polvo,
crepes,Crepes,Crepes,Deliciosos crepes recheados prontos a levar.,Delicious stuffed crepes ready to take home.,Crepes de Alho Francês Beringela e Camarão,Crepes de Alho Francês Beringela e Camarão,
crepes,Crepes,Crepes,Deliciosos crepes recheados prontos a levar.,Delicious stuffed crepes ready to take home.,Crepes de Bacalhau,Crepes de Bacalhau,
crepes,Crepes,Crepes,Deliciosos crepes recheados prontos a levar.,Delicious stuffed crepes ready to take home.,Crepes de Brie com Molho de Tomate,Crepes de Brie com Molho de Tomate,
crepes,Crepes,Crepes,Deliciosos crepes recheados prontos a levar.,Delicious stuffed crepes ready to take home.,Crepes de Camarão,Crepes de Camarão,
crepes,Crepes,Crepes,Deliciosos crepes recheados prontos a levar.,Delicious stuffed crepes ready to take home.,Crepes de Cogumelos,Crepes de Cogumelos,
crepes,Crepes,Crepes,Deliciosos crepes recheados prontos a levar.,Delicious stuffed crepes ready to take home.,Crepes de Courgete,Crepes de Courgete,
crepes,Crepes,Crepes,Deliciosos crepes recheados prontos a levar.,Delicious stuffed crepes ready to take home.,Crepes de Espargos,Crepes de Espargos,
crepes,Crepes,Crepes,Deliciosos crepes recheados prontos a levar.,Delicious stuffed crepes ready to take home.,Crepes de Espinafres,Crepes de Espinafres,
crepes,Crepes,Crepes,Deliciosos crepes recheados prontos a levar.,Delicious stuffed crepes ready to take home.,Crepes de Espinafres com Camarão,Crepes de Espinafres com Camarão,
crepes,Crepes,Crepes,Deliciosos crepes recheados prontos a levar.,Delicious stuffed crepes ready to take home.,Crepes de Espinafres com Requeijão,Crepes de Espinafres com Requeijão,
crepes,Crepes,Crepes,Deliciosos crepes recheados prontos a levar.,Delicious stuffed crepes ready to take home.,Crepes de Frango com Legumes (Massa Espinafre),Crepes de Frango com Legumes (Massa Espinafre),
crepes,Crepes,Crepes,Deliciosos crepes recheados prontos a levar.,Delicious stuffed crepes ready to take home.,Crepes de Legumes,Crepes de Legumes,
crepes,Crepes,Crepes,Deliciosos crepes recheados prontos a levar.,Delicious stuffed crepes ready to take home.,Crepes de Pescada,Crepes de Pescada,
crepes,Crepes,Crepes,Deliciosos crepes recheados prontos a levar.,Delicious stuffed crepes ready to take home.,Crepes de Salmão,Crepes de Salmão,
pies,Pies e Tartes,Pies & Tarts,Receitas reconfortantes em massa estaladiça.,Comforting recipes in crispy pastry.,Pie de Legumes,Pie de Legumes,
pies,Pies e Tartes,Pies & Tarts,Receitas reconfortantes em massa estaladiça.,Comforting recipes in crispy pastry.,Pie de Frango,Pie de Frango,
pies,Pies e Tartes,Pies & Tarts,Receitas reconfortantes em massa estaladiça.,Comforting recipes in crispy pastry.,Pie de Pato,Pie de Pato,
pies,Pies e Tartes,Pies & Tarts,Receitas reconfortantes em massa estaladiça.,Comforting recipes in crispy pastry.,Pie de Perdiz,Pie de Perdiz,
pies,Pies e Tartes,Pies & Tarts,Receitas reconfortantes em massa estaladiça.,Comforting recipes in crispy pastry.,Pie de Vitela,Pie de Vitela,
