category_key,category_name_pt,category_name_en,category_desc_pt,category_desc_en,item_name_pt,item_name_en,tag
carne,Carne,Meat,,,Cabrito Desossado,Cabrito Desossado,
carne,Carne,Meat,,,Caril de Frango,Caril de Frango,
carne,Carne,Meat,,,Carne de Vaca Estufada,Carne de Vaca Estufada,
carne,Carne,Meat,,,Chilli de Carne,Chilli de Carne,
carne,Carne,Meat,,,Cordon Bleu de Peru,Cordon Bleu de Peru,
carne,Carne,Meat,,,Costela de Vitela no Forno,Costela de Vitela no Forno,
carne,Carne,Meat,,,Crepes de Frango com Legumes (Massa Espinafre),Crepes de Frango com Legumes (Massa Espinafre),
carne,Carne,Meat,,,Empadão de Carne,Empadão de Carne,
carne,Carne,Meat,,,Entrecosto no Forno,Entrecosto no Forno,
carne,Carne,Meat,,,Escabeche de Frango,Escabeche de Frango,
carne,Carne,Meat,,,Favinhas Guisadas com Carne,Favinhas Guisadas com Carne,
carne,Carne,Meat,,,Feijoada à Brasileira,Feijoada à Brasileira,
carne,Carne,Meat,,,Feijoada à Transmontana,Feijoada à Transmontana,
carne,Carne,Meat,,,Fricassé de Frango,Fricassé de Frango,
carne,Carne,Meat,,,Grão com Entrecosto,Grão com Entrecosto,
carne,Carne,Meat,,,Hambúrgueres com Cogumelos,Hambúrgueres com Cogumelos,
carne,Carne,Meat,,,Hambúrgueres com Molho de Mostarda,Hambúrgueres com Molho de Mostarda,
carne,Carne,Meat,,,Iscas de Novilho com Cebola,Iscas de Novilho com Cebola,
carne,Carne,Meat,,,Jardineira de Carne,Jardineira de Carne,
carne,Carne,Meat,,,Lombinho de Porco com Molho Fois Gras,Lombinho de Porco com Molho Fois Gras,
carne,Carne,Meat,,,Lombo de Porco à Portuguesa,Lombo de Porco à Portuguesa,
carne,Carne,Meat,,,Lombo de Porco com Ameixa,Lombo de Porco com Ameixa,
carne,Carne,Meat,,,Lombo de Porco com Castanhas,Lombo de Porco com Castanhas,
carne,Carne,Meat,,,Lombo de Porco com Farinheira,Lombo de Porco com Farinheira,
carne,Carne,Meat,,,Lombo de Vaca com Molho à Escolha,Lombo de Vaca com Molho à Escolha,
carne,Carne,Meat,,,Magret de Pato com Laranja,Magret de Pato com Laranja,
carne,Carne,Meat,,,Maminha Marinada em Cerveja Preta,Maminha Marinada em Cerveja Preta,
carne,Carne,Meat,,,Moussaka de Carne,Moussaka de Carne,
carne,Carne,Meat,,,Panados de Frango,Panados de Frango,
carne,Carne,Meat,,,Perdizes de Escabeche,Perdizes de Escabeche,
carne,Carne,Meat,,,Perdizes de Vinho do Porto,Perdizes de Vinho do Porto,
carne,Carne,Meat,,,Perninhas de Frango com Bacon,Perninhas de Frango com Bacon,
carne,Carne,Meat,,,Picanha ao Alho,Picanha ao Alho,
carne,Carne,Meat,,,Rolo de Carne,Rolo de Carne,
carne,Carne,Meat,,,Rolo de Carne com Queijo e Fiambre,Rolo de Carne com Queijo e Fiambre,
carne,Carne,Meat,,,Rosbife da Vazia,Rosbife da Vazia,
carne,Carne,Meat,,,Salsichas com Couve Lombarda,Salsichas com Couve Lombarda,
carne,Carne,Meat,,,Strogonoff de Frango,Strogonoff de Frango,
carne,Carne,Meat,,,Strogonoff de Lombo de Vaca,Strogonoff de Lombo de Vaca,
peixe,Peixe e Camarão,Fish & Seafood,,,Arroz de Tamboril com Camarão,Arroz de Tamboril com Camarão,
peixe,Peixe e Camarão,Fish & Seafood,,,Bacalhau à Brás,Bacalhau à Brás,
peixe,Peixe e Camarão,Fish & Seafood,,,Bacalhau à Gomes de Sá,Bacalhau à Gomes de Sá,
peixe,Peixe e Camarão,Fish & Seafood,,,Bacalhau à Luisa,Bacalhau à Luisa,
peixe,Peixe e Camarão,Fish & Seafood,,,Bacalhau com Brôa e Coentros,Bacalhau com Brôa e Coentros,
peixe,Peixe e Camarão,Fish & Seafood,,,Bacalhau com Espargos Verdes,Bacalhau com Espargos Verdes,
peixe,Peixe e Camarão,Fish & Seafood,,,Bacalhau com Grão Grelos e Cebola,Bacalhau com Grão Grelos e Cebola,
peixe,Peixe e Camarão,Fish & Seafood,,,Bacalhau com Natas,Bacalhau com Natas,
peixe,Peixe e Camarão,Fish & Seafood,,,Bacalhau com Natas e Camarão,Bacalhau com Natas e Camarão,
peixe,Peixe e Camarão,Fish & Seafood,,,Bacalhau com Puré e Cebola,Bacalhau com Puré e Cebola,
peixe,Peixe e Camarão,Fish & Seafood,,,Bacalhau das Olguinhas,Bacalhau das Olguinhas,
peixe,Peixe e Camarão,Fish & Seafood,,,Bacalhau Espiritual,Bacalhau Espiritual,
peixe,Peixe e Camarão,Fish & Seafood,,,Bóbo de Camarão,Bóbo de Camarão,
peixe,Peixe e Camarão,Fish & Seafood,,,Caldeirada de Lulas,Caldeirada de Lulas,
peixe,Peixe e Camarão,Fish & Seafood,,,Camarão au Curry,Camarão au Curry,
peixe,Peixe e Camarão,Fish & Seafood,,,Camarão da Marquesa,Camarão da Marquesa,
peixe,Peixe e Camarão,Fish & Seafood,,,Camarão na Moranga,Camarão na Moranga,
peixe,Peixe e Camarão,Fish & Seafood,,,Caril de Camarão,Caril de Camarão,
peixe,Peixe e Camarão,Fish & Seafood,,,Caril de Lulas,Caril de Lulas,
peixe,Peixe e Camarão,Fish & Seafood,,,Ceviche de Camarão,Ceviche de Camarão,
peixe,Peixe e Camarão,Fish & Seafood,,,Ceviche de Robalo,Ceviche de Robalo,
peixe,Peixe e Camarão,Fish & Seafood,,,Ceviche de Salmão,Ceviche de Salmão,
peixe,Peixe e Camarão,Fish & Seafood,,,Cheesecake de Camarão,Cheesecake de Camarão,
peixe,Peixe e Camarão,Fish & Seafood,,,Cheesecake de Salmão,Cheesecake de Salmão,
peixe,Peixe e Camarão,Fish & Seafood,,,Crepes de Bacalhau,Crepes de Bacalhau,
peixe,Peixe e Camarão,Fish & Seafood,,,Crepes de Camarão,Crepes de Camarão,
peixe,Peixe e Camarão,Fish & Seafood,,,Crepes de Espinafres com Camarão,Crepes de Espinafres com Camarão,
peixe,Peixe e Camarão,Fish & Seafood,,,Crepes de Salmão,Crepes de Salmão,
peixe,Peixe e Camarão,Fish & Seafood,,,Empadão de Atum,Empadão de Atum,
peixe,Peixe e Camarão,Fish & Seafood,,,Espinafres com Pescada e Camarão,Espinafres com Pescada e Camarão,
peixe,Peixe e Camarão,Fish & Seafood,,,Espinafres Gratinados com Camarão,Espinafres Gratinados com Camarão,
peixe,Peixe e Camarão,Fish & Seafood,,,Espinafres Gratinados com Tamboril e Camarão,Espinafres Gratinados com Tamboril e Camarão,
peixe,Peixe e Camarão,Fish & Seafood,,,Feijoada de Lulas,Feijoada de Lulas,
peixe,Peixe e Camarão,Fish & Seafood,,,Filetes de Peixe Galo,Filetes de Peixe Galo,
peixe,Peixe e Camarão,Fish & Seafood,,,Filetes de Peixe Galo à Bulhão Pato,Filetes de Peixe Galo à Bulhão Pato,
peixe,Peixe e Camarão,Fish & Seafood,,,Folhado de Bacalhau,Folhado de Bacalhau,
peixe,Peixe e Camarão,Fish & Seafood,,,Garoupa Fria Montada,Garoupa Fria Montada,
peixe,Peixe e Camarão,Fish & Seafood,,,Jardineira de Lulas,Jardineira de Lulas,
peixe,Peixe e Camarão,Fish & Seafood,,,Lasanha da Casa,Lasanha da Casa,
peixe,Peixe e Camarão,Fish & Seafood,,,Lombinhos de Bacalhau com Cebola,Lombinhos de Bacalhau com Cebola,
peixe,Peixe e Camarão,Fish & Seafood,,,Lombinhos de Pescada Fresca no Forno,Lombinhos de Pescada Fresca no Forno,
peixe,Peixe e Camarão,Fish & Seafood,,,Lulas com Alho Francês e Camarão,Lulas com Alho Francês e Camarão,
peixe,Peixe e Camarão,Fish & Seafood,,,Lulas Estufadas com Natas,Lulas Estufadas com Natas,
peixe,Peixe e Camarão,Fish & Seafood,,,Lulas Guisadas,Lulas Guisadas,
peixe,Peixe e Camarão,Fish & Seafood,,,Meia Desfeita,Meia Desfeita,
peixe,Peixe e Camarão,Fish & Seafood,,,Moqueca de Camarão,Moqueca de Camarão,
peixe,Peixe e Camarão,Fish & Seafood,,,Moqueca de Peixe e Camarão,Moqueca de Peixe e Camarão,
peixe,Peixe e Camarão,Fish & Seafood,,,Paella,Paella,
peixe,Peixe e Camarão,Fish & Seafood,,,Pataniscas de Bacalhau,Pataniscas de Bacalhau,
peixe,Peixe e Camarão,Fish & Seafood,,,Pescada Fria Montada,Pescada Fria Montada,
peixe,Peixe e Camarão,Fish & Seafood,,,Pimentos Recheados com Bacalhau,Pimentos Recheados com Bacalhau,
peixe,Peixe e Camarão,Fish & Seafood,,,Polvo à Lagareiro,Polvo à Lagareiro,
peixe,Peixe e Camarão,Fish & Seafood,,,Quinôa com Legumes e Camarão,Quinôa com Legumes e Camarão,
peixe,Peixe e Camarão,Fish & Seafood,,,Rocambole de Espinafres com Salmão,Rocambole de Espinafres com Salmão,
peixe,Peixe e Camarão,Fish & Seafood,,,Rocambole de Espinafres e Camarão,Rocambole de Espinafres e Camarão,
peixe,Peixe e Camarão,Fish & Seafood,,,Salada de Couscous com Legumes e Camarão,Salada de Couscous com Legumes e Camarão,
peixe,Peixe e Camarão,Fish & Seafood,,,Salmão Fresco à Dinamarquesa,Salmão Fresco à Dinamarquesa,
peixe,Peixe e Camarão,Fish & Seafood,,,Strogonoff de Camarão,Strogonoff de Camarão,
pies,Pies e Tartes,Pies & Tarts,,,Pie de Frango,Pie de Frango,
pies,Pies e Tartes,Pies & Tarts,,,Pie de Legumes,Pie de Legumes,
pies,Pies e Tartes,Pies & Tarts,,,Pie de Pato,Pie de Pato,
pies,Pies e Tartes,Pies & Tarts,,,Pie de Perdiz,Pie de Perdiz,
pies,Pies e Tartes,Pies & Tarts,,,Pie de Vitela,Pie de Vitela,
pies,Pies e Tartes,Pies & Tarts,,,Tarte Alho Francês com Camarão,Tarte Alho Francês com Camarão,
pies,Pies e Tartes,Pies & Tarts,,,Tarte Bróculos e Brie,Tarte Bróculos e Brie,
pies,Pies e Tartes,Pies & Tarts,,,Tarte de Cebola e Caril,Tarte de Cebola e Caril,
pies,Pies e Tartes,Pies & Tarts,,,Tarte de Cogumelos e Bacon,Tarte de Cogumelos e Bacon,
pies,Pies e Tartes,Pies & Tarts,,,Tarte de Espargos,Tarte de Espargos,
pies,Pies e Tartes,Pies & Tarts,,,Tarte de Espargos com Camarão,Tarte de Espargos com Camarão,
pies,Pies e Tartes,Pies & Tarts,,,Tarte de Espinafres,Tarte de Espinafres,
pies,Pies e Tartes,Pies & Tarts,,,Tarte de Frango com Legumes,Tarte de Frango com Legumes,
pies,Pies e Tartes,Pies & Tarts,,,Tarte de Legumes,Tarte de Legumes,
pies,Pies e Tartes,Pies & Tarts,,,Tarte de Legumes com Pescada,Tarte de Legumes com Pescada,
pies,Pies e Tartes,Pies & Tarts,,,Tarte de Mozzarella de Buffala com Tomate Seco,Tarte de Mozzarella de Buffala com Tomate Seco,
pies,Pies e Tartes,Pies & Tarts,,,Tarte de Queijo e Fiambre,Tarte de Queijo e Fiambre,
pies,Pies e Tartes,Pies & Tarts,,,Tarte de Tomate Mozzarela e Majericão,Tarte de Tomate Mozzarela e Majericão,
saladas,Saladas,Salads,,,Salada Caprese,Salada Caprese,
saladas,Saladas,Salads,,,Salada da Praia do Forte com Camarões,Salada da Praia do Forte com Camarões,
saladas,Saladas,Salads,,,Salada de Couscous com Legumes,Salada de Couscous com Legumes,
saladas,Saladas,Salads,,,Salada de Couscous com Passas e Amêndoas,Salada de Couscous com Passas e Amêndoas,
saladas,Saladas,Salads,,,Salada de Couve Rouxa Cenoura Manga e Maionese de Lima,Salada de Couve Rouxa Cenoura Manga e Maionese de Lima,
saladas,Saladas,Salads,,,Salada de Favinhas Bacon e Tomate Seco,Salada de Favinhas Bacon e Tomate Seco,
saladas,Saladas,Salads,,,Salada de Feijão Frade com Atum,Salada de Feijão Frade com Atum,
saladas,Saladas,Salads,,,Salada de Frango Maçã Passas e Couve Branca,Salada de Frango Maçã Passas e Couve Branca,
saladas,Saladas,Salads,,,Salada de Fusilli Legumes e Camarão,Salada de Fusilli Legumes e Camarão,
saladas,Saladas,Salads,,,Salada de Fusilli Salmão e Maionese,Salada de Fusilli Salmão e Maionese,
saladas,Saladas,Salads,,,Salada de Massa Penne com Legumes,Salada de Massa Penne com Legumes,
saladas,Saladas,Salads,,,Salada de Polvo,Salada de Polvo,
saladas,Saladas,Salads,,,Salada de Verdes Queijo Roquefort Nozes e Morangos,Salada de Verdes Queijo Roquefort Nozes e Morangos,
saladas,Saladas,Salads,,,Salada Russa,Salada Russa,
saladas,Saladas,Salads,,,Salada Russa de Garoupa e Camarão,Salada Russa de Garoupa e Camarão,
saladas,Saladas,Salads,,,Salada Russa de Pescada e Camarão,Salada Russa de Pescada e Camarão,
saladas,Saladas,Salads,,,Salada Verde com Tomate Cherry,Salada Verde com Tomate Cherry,
acomp,Acompanhamentos,Sides,,,Abóbora com Mel,Abóbora com Mel,
acomp,Acompanhamentos,Sides,,,Alho Francês Salteado,Alho Francês Salteado,
acomp,Acompanhamentos,Sides,,,Arroz Árabe,Arroz Árabe,
acomp,Acompanhamentos,Sides,,,Arroz Branco,Arroz Branco,
acomp,Acompanhamentos,Sides,,,Arroz de Alho,Arroz de Alho,
acomp,Acompanhamentos,Sides,,,Arroz de Cenoura e Coentros,Arroz de Cenoura e Coentros,
acomp,Acompanhamentos,Sides,,,Arroz de Cogumelos,Arroz de Cogumelos,
acomp,Acompanhamentos,Sides,,,Arroz de Grelos,Arroz de Grelos,
acomp,Acompanhamentos,Sides,,,Arroz de Tomate,Arroz de Tomate,
acomp,Acompanhamentos,Sides,,,Arroz Escuro,Arroz Escuro,
acomp,Acompanhamentos,Sides,,,Arroz Primavera,Arroz Primavera,
acomp,Acompanhamentos,Sides,,,Batata Assada,Batata Assada,
acomp,Acompanhamentos,Sides,,,Batata Gratinada com Espargos Verdes,Batata Gratinada com Espargos Verdes,
acomp,Acompanhamentos,Sides,,,Batata Palha,Batata Palha,
acomp,Acompanhamentos,Sides,,,Beringela Gratinada com Tomate,Beringela Gratinada com Tomate,
acomp,Acompanhamentos,Sides,,,Bróculos Salteados em Azeite e Alho,Bróculos Salteados em Azeite e Alho,
acomp,Acompanhamentos,Sides,,,Castanhas Caramelizadas,Castanhas Caramelizadas,
acomp,Acompanhamentos,Sides,,,Couve Mineira,Couve Mineira,
acomp,Acompanhamentos,Sides,,,Ervilhas Estufadas com Chalotas,Ervilhas Estufadas com Chalotas,
acomp,Acompanhamentos,Sides,,,Espinafres à La Creme,Espinafres à La Creme,
acomp,Acompanhamentos,Sides,,,Farofa,Farofa,
acomp,Acompanhamentos,Sides,,,Feijão Tropeiro,Feijão Tropeiro,
acomp,Acompanhamentos,Sides,,,Feijão Verde Fininho Salteado,Feijão Verde Fininho Salteado,
acomp,Acompanhamentos,Sides,,,Grelos Salteados,Grelos Salteados,
acomp,Acompanhamentos,Sides,,,Legumes à Brás,Legumes à Brás,
acomp,Acompanhamentos,Sides,,,Legumes Gratinados,Legumes Gratinados,
acomp,Acompanhamentos,Sides,,,Legumes Salteados,Legumes Salteados,
acomp,Acompanhamentos,Sides,,,Lentilhas com Bacon,Lentilhas com Bacon,
acomp,Acompanhamentos,Sides,,,Maionese Tartáro,Maionese Tartáro,
acomp,Acompanhamentos,Sides,,,Migas de Espargos,Migas de Espargos,
acomp,Acompanhamentos,Sides,,,Mistura de Cogumelos Salteados,Mistura de Cogumelos Salteados,
acomp,Acompanhamentos,Sides,,,Mousse de Camarão,Mousse de Camarão,
acomp,Acompanhamentos,Sides,,,Mousse de Salmão,Mousse de Salmão,
acomp,Acompanhamentos,Sides,,,Ovos à La Tripe,Ovos à La Tripe,
acomp,Acompanhamentos,Sides,,,Puré de Batata Doce,Puré de Batata Doce,
acomp,Acompanhamentos,Sides,,,Puré de Batata ou Maçã,Puré de Batata ou Maçã,
acomp,Acompanhamentos,Sides,,,Quinôa com Legumes,Quinôa com Legumes,
acomp,Acompanhamentos,Sides,,,Ratatouille,Ratatouille,
acomp,Acompanhamentos,Sides,,,Shimeji,Shimeji,
acomp,Acompanhamentos,Sides,,,Terrine de Legumes,Terrine de Legumes,
salgados,Salgados,Savouries,,,Chamuça,Chamuça,
salgados,Salgados,Savouries,,,Croquetes de Carne,Croquetes de Carne,
salgados,Salgados,Savouries,,,Croquetes de Farinheira,Croquetes de Farinheira,
salgados,Salgados,Savouries,,,Empadas de Frango,Empadas de Frango,
salgados,Salgados,Savouries,,,Empadas de Pato,Empadas de Pato,
salgados,Salgados,Savouries,,,Empadas de Perdiz,Empadas de Perdiz,
salgados,Salgados,Savouries,,,Mini Chamuça,Mini Chamuça,
salgados,Salgados,Savouries,,,Mini Empadas de Frango,Mini Empadas de Frango,
salgados,Salgados,Savouries,,,Mini Empadas de Pato,Mini Empadas de Pato,
salgados,Salgados,Savouries,,,Mini Empadas de Perdiz,Mini Empadas de Perdiz,
salgados,Salgados,Savouries,,,Ovos Verdes,Ovos Verdes,
salgados,Salgados,Savouries,,,Pastéis de Bacalhau,Pastéis de Bacalhau,
salgados,Salgados,Savouries,,,Pastéis de Massa Tenra,Pastéis de Massa Tenra,
salgados,Salgados,Savouries,,,Rissóis de Camarão,Rissóis de Camarão,
salgados,Salgados,Savouries,,,Rissóis de Pescada,Rissóis de Pescada,
vegetariano,Vegetariano,Vegetarian,,,Caril de Batata Doce e Couve Flor,Caril de Batata Doce e Couve Flor,
vegetariano,Vegetariano,Vegetarian,,,Caril de Grão e Courgete,Caril de Grão e Courgete,
vegetariano,Vegetariano,Vegetarian,,,Caril de Legumes,Caril de Legumes,
vegetariano,Vegetariano,Vegetarian,,,Cogumelos Portobelo com Legumes,Cogumelos Portobelo com Legumes,
vegetariano,Vegetariano,Vegetarian,,,Crepes de Brie com Molho de Tomate,Crepes de Brie com Molho de Tomate,
vegetariano,Vegetariano,Vegetarian,,,Crepes de Espinafres,Crepes de Espinafres,
vegetariano,Vegetariano,Vegetarian,,,Crepes de Espinafres com Requeijão,Crepes de Espinafres com Requeijão,
vegetariano,Vegetariano,Vegetarian,,,Crepes de Legumes,Crepes de Legumes,
vegetariano,Vegetariano,Vegetarian,,,Rocambole de Espinafres com Legumes,Rocambole de Espinafres com Legumes,
vegetariano,Vegetariano,Vegetarian,,,Rocambole de Espinafres com Queijo,Rocambole de Espinafres com Queijo,
doces,Doces,Sweets,,,Areias,Areias,
doces,Doces,Sweets,,,Arroz Doce,Arroz Doce,
doces,Doces,Sweets,,,Blottertorte,Blottertorte,
doces,Doces,Sweets,,,Bolo de Ananás Caramelizado,Bolo de Ananás Caramelizado,
doces,Doces,Sweets,,,Bolo de Chocolate,Bolo de Chocolate,
doces,Doces,Sweets,,,Bolo de Laranja,Bolo de Laranja,
doces,Doces,Sweets,,,Bolo de Maçã Caramelizado,Bolo de Maçã Caramelizado,
doces,Doces,Sweets,,,Bolo de Noz e Doce de Ovos,Bolo de Noz e Doce de Ovos,
doces,Doces,Sweets,,,Bolo de Yogurte,Bolo de Yogurte,
doces,Doces,Sweets,,,Brigadeiros,Brigadeiros,
doces,Doces,Sweets,,,Cheesecake com Doce de Framboesa,Cheesecake com Doce de Framboesa,
doces,Doces,Sweets,,,Encharcada,Encharcada,
doces,Doces,Sweets,,,Lérias,Lérias,
doces,Doces,Sweets,,,Marquise de Chocolate com Praliné,Marquise de Chocolate com Praliné,
doces,Doces,Sweets,,,Mousse de Chocolate,Mousse de Chocolate,
doces,Doces,Sweets,,,Mousse de Framboesa,Mousse de Framboesa,
doces,Doces,Sweets,,,Mousse de Lima,Mousse de Lima,
doces,Doces,Sweets,,,Mousse de Manga,Mousse de Manga,
doces,Doces,Sweets,,,Mousse de Maracujá,Mousse de Maracujá,
doces,Doces,Sweets,,,Ovos Moles com Noz,Ovos Moles com Noz,
doces,Doces,Sweets,,,Pão de Ló Ananás e Chantilly,Pão de Ló Ananás e Chantilly,
doces,Doces,Sweets,,,Pão de Ló com Doce de Ovos,Pão de Ló com Doce de Ovos,
doces,Doces,Sweets,,,Papão D'Anjo,Papão D'Anjo,
doces,Doces,Sweets,,,Papos D'Anjo,Papos D'Anjo,
doces,Doces,Sweets,,,Queijo de Ovos,Queijo de Ovos,
doces,Doces,Sweets,,,Queques de Chocolate,Queques de Chocolate,
doces,Doces,Sweets,,,Queques de Laranja,Queques de Laranja,
doces,Doces,Sweets,,,Suspiro com Chantilly e Morangos ou Ananás,Suspiro com Chantilly e Morangos ou Ananás,
doces,Doces,Sweets,,,Suspiro com Chocolate,Suspiro com Chocolate,
doces,Doces,Sweets,,,Tarte de Frutos Silvestres,Tarte de Frutos Silvestres,
doces,Doces,Sweets,,,Tarte de Limão Francesa,Tarte de Limão Francesa,
doces,Doces,Sweets,,,Tarte de Limão Merengada,Tarte de Limão Merengada,
doces,Doces,Sweets,,,Tarte de Maçã,Tarte de Maçã,
doces,Doces,Sweets,,,Tarte de Maçã Crocante,Tarte de Maçã Crocante,
doces,Doces,Sweets,,,Tarte de Maracujá,Tarte de Maracujá,
doces,Doces,Sweets,,,Tarte de Morangos,Tarte de Morangos,
doces,Doces,Sweets,,,Torta de Chocolate com Natas,Torta de Chocolate com Natas,
doces,Doces,Sweets,,,Toucinho do Céu,Toucinho do Céu,
